epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
15 1 Physics -0.030776 -0.045944 -0.015168 0.000854 0.001915 0.001060 -0.007724 -0.029603 -0.021879 - + -
15 2 studies 0.004612 0.004253 -0.000359 0.000019 0.000016 -0.000003 -0.000173 -0.000254 -0.000080 - - -
15 3 the 0.009351 0.008623 -0.000728 0.000079 0.000067 -0.000011 -0.000713 -0.001043 -0.000330 - - -
15 4 universe’s 0.015895 0.014657 -0.001238 0.000228 0.000195 -0.000033 -0.002060 -0.003013 -0.000953 - - -
15 5 laws, -0.000963 -0.000888 0.000075 0.000001 0.000001 -0.000000 -0.000008 -0.000011 -0.000003 + - -
15 6 like 0.024075 0.035940 0.011865 0.000523 0.001172 0.000649 -0.004727 -0.018116 -0.013389 + + -
15 7 motion, 0.010604 0.009779 -0.000826 0.000101 0.000087 -0.000015 -0.000917 -0.001341 -0.000424 - - -
15 8 energy, 0.015609 0.014394 -0.001215 0.000220 0.000188 -0.000032 -0.001987 -0.002906 -0.000919 - - -
15 9 and 0.295494 1.487394 1.191900 0.078761 2.006634 1.927872 -0.712041 -31.026770 -30.314728 + + -
15 10 force. 0.000085 0.000079 -0.000007 0.000000 0.000000 -0.000000 -0.000000 -0.000000 -0.000000 - - -
15 11 Mechanics 0.004929 0.004546 -0.000384 0.000022 0.000019 -0.000003 -0.000198 -0.000290 -0.000092 - - -
15 12 describes -0.001064 -0.000981 0.000083 0.000001 0.000001 -0.000000 -0.000009 -0.000014 -0.000004 + - -
15 13 how -0.029070 -0.026806 0.002263 0.000762 0.000652 -0.000110 -0.006891 -0.010078 -0.003187 + - -
15 14 objects -0.089084 -0.132987 -0.043902 0.007158 0.016041 0.008883 -0.064716 -0.248029 -0.183313 - + -
15 15 move—Newton’s 0.014707 0.013562 -0.001145 0.000195 0.000167 -0.000028 -0.001764 -0.002580 -0.000816 - - -
15 16 laws 0.034474 0.031790 -0.002684 0.001072 0.000917 -0.000155 -0.009691 -0.014173 -0.004481 - - -
15 17 say 0.008407 0.007753 -0.000655 0.000064 0.000055 -0.000009 -0.000576 -0.000843 -0.000267 - - -
15 18 force -0.026347 -0.024296 0.002051 0.000626 0.000535 -0.000091 -0.005661 -0.008279 -0.002618 + - -
15 19 equals 0.008715 0.008036 -0.000678 0.000069 0.000059 -0.000010 -0.000619 -0.000906 -0.000286 - - -
